customer_id,annual_income,credit_score,loan_amount,loan_term,debt_to_income,employment_years,num_delinquencies,credit_utilization,num_accounts,home_ownership,loan_purpose,default,loan_to_income,credit_score_bucket,high_utilization_flag,has_delinquency,low_employment_years,dti_util_interaction,loan_income_ratio,risky_profile_flag,existing_customer,relationship_tenure_months,num_existing_products,offered_interest_rate,estimated_monthly_payment,payment_to_income_ratio,review_flag,response_probability,accepted_offer
9215,56481.428793633386,717.1296424782666,14138.21366101681,36,0.4177744818711592,7,0,0.2080957897472858,4,OWN,home_improvement,1,0.2503161474973197,high,0,0,0,0.086937110741242,0.2503161474973197,0,1,41,1,0.2259,544.25,0.1156,0,0.3001,0
9216,111067.47010083514,652.1162964117873,31168.096443533483,36,0.2049737093829441,0,1,0.5580181797013612,6,RENT,debt_consolidation,0,0.280623088064905,medium,0,1,1,0.1143790561965062,0.280623088064905,0,0,0,0,0.2009,1159.79,0.1253,0,0.428,1
9217,111196.07170362907,825.9520773382484,12585.287967574386,60,0.2700335823744798,19,0,0.0403256340717653,8,MORTGAGE,other,0,0.1131810483467867,high,0,0,0,0.0108892754299211,0.1131810483467867,0,0,0,0,0.1846,322.75,0.0348,0,0.5349,0
9218,83071.58079047121,519.7540915071154,9458.502436362904,60,0.216238040833719,8,0,0.6416126652470059,3,OWN,other,0,0.1138596659199964,low,0,0,0,0.1387410657071133,0.1138596659199964,0,1,10,2,0.186,243.29,0.0351,1,0.2488,0
9219,47995.193163790114,734.9056995039382,5659.541393468979,60,0.4404381878982841,8,0,0.6914633588058213,6,RENT,debt_consolidation,0,0.1179189210477204,high,0,0,0,0.3045468687504969,0.1179189210477204,0,1,16,3,0.1812,144.08,0.036,1,0.3915,0
9220,62596.53889584614,729.8963363468404,16973.25089021198,36,0.2793738738248961,12,1,0.5197773769474954,3,OWN,credit_card,0,0.2711531849737328,high,0,1,0,0.145212219324365,0.2711531849737328,0,1,56,4,0.1924,624.21,0.1197,0,0.1281,0
9221,83591.60231866171,717.9108052399588,29149.45262528311,60,0.0734934764547314,19,0,0.4180419650706984,4,MORTGAGE,debt_consolidation,0,0.3487126914233922,high,0,0,0,0.030723357317013,0.3487126914233922,0,1,12,2,0.2282,818.81,0.1175,0,0.3981,1
9222,69342.15512557536,692.3348893947036,22561.67216861312,36,0.2536615386943391,2,0,0.0483129818900971,3,MORTGAGE,credit_card,1,0.3253673343066657,high,0,0,0,0.0122551453251537,0.3253673343066657,0,0,0,0,0.2035,842.49,0.1458,0,0.1087,0
9223,103168.71534704554,718.5475525837526,7973.517348638561,60,0.221632077843696,16,0,0.4664540958024438,10,RENT,home_improvement,0,0.0772861939953351,high,0,0,0,0.103381190471398,0.0772861939953351,0,1,29,3,0.185,204.63,0.0238,0,0.5302,0
9224,29106.777596719912,740.7722835689126,41526.59090361891,36,0.3522169782132789,17,1,0.441634580360891,9,RENT,home_improvement,0,1.4266983270202989,high,0,1,0,0.1555511973692025,1.4266983270202989,0,0,0,0,0.2388,1626.68,0.6706,0,0.0178,0
9225,30172.09412801284,629.1878691317604,26495.38639491568,60,0.271807987296938,6,0,0.2144085266329118,2,MORTGAGE,other,0,0.8781421097794563,medium,0,0,0,0.0582779500833936,0.8781421097794563,0,0,0,0,0.1885,685.06,0.2725,1,0.2033,0
9226,80426.13334447297,700.9436935526063,27774.101157576864,36,0.1844036157416964,9,1,0.2606888611799928,12,OWN,other,0,0.3453367705528294,high,0,1,0,0.0480719685851758,0.3453367705528294,0,1,1,1,0.2173,1056.83,0.1577,0,0.2419,1
9227,60253.667585792864,667.1678210583688,32850.28827347658,36,0.3843054758844777,19,0,0.4566002046762574,3,OWN,credit_card,0,0.5451998125451389,medium,0,0,0,0.175473958947059,0.5451998125451389,0,1,46,3,0.2434,1294.6,0.2578,0,0.0592,0
9228,56188.54155906777,603.4362119842144,3597.844113742205,60,0.2122134125025884,7,0,0.6806434404271835,5,MORTGAGE,other,0,0.06403163374326,medium,0,0,0,0.1444416671905548,0.06403163374326,0,0,0,0,0.2328,102.01,0.0218,1,0.1745,0
9229,21958.298424768087,730.2018982229303,10885.658614121174,60,0.081590326371542,6,1,0.2535742097051538,4,RENT,debt_consolidation,0,0.4957423568552489,high,0,1,0,0.0206892025292493,0.4957423568552489,0,0,0,0,0.1703,270.69,0.1479,0,0.7548,1
9230,75586.37534394546,640.4947702721176,28230.113569242727,60,0.4188822650780982,4,1,0.0941749441206531,7,RENT,home_improvement,1,0.3734815096029142,medium,0,1,0,0.0394482139068625,0.3734815096029142,1,1,27,2,0.201,749.51,0.119,0,0.0421,0
9231,73417.34675997702,575.1498927654372,11892.616719785232,60,0.2169817504659742,0,1,0.912160874100498,13,MORTGAGE,debt_consolidation,1,0.1619864683819713,low,1,1,1,0.1979222631688991,0.1619864683819713,0,1,25,3,0.2375,340.4,0.0556,1,0.2712,1
9232,94604.36945855222,642.2622537508846,17249.865277449517,36,0.1267878763906348,6,0,0.1549860188796104,2,OWN,home_improvement,1,0.1823368769962009,medium,0,0,0,0.0196503482039846,0.1823368769962009,0,0,0,0,0.2274,665.38,0.0844,0,0.1122,0
9233,77067.18399362917,624.0770771334809,19222.593471687,60,0.1530210590295276,3,0,0.3528553052191386,11,OWN,other,0,0.2494264416489725,medium,0,0,0,0.0539942924888197,0.2494264416489725,0,1,6,1,0.1972,506.27,0.0788,1,0.4446,1
9234,71021.8776527851,751.9935306433077,7225.946113700826,36,0.1054334126131166,18,0,0.293120545263862,12,RENT,other,0,0.1017425383897284,high,0,0,0,0.0309046993941864,0.1017425383897284,0,1,1,2,0.1976,267.68,0.0452,0,0.6392,0
9235,110310.01910371012,690.7235198390655,16391.8281786636,60,0.2315217326483833,5,0,0.2187379996167479,7,OWN,credit_card,0,0.148597818327852,high,0,0,0,0.0506426006673108,0.148597818327852,0,1,5,2,0.1544,393.77,0.0428,0,0.47,1
9236,35625.9808965435,776.7667921982958,29145.032173518324,60,0.0716674377932189,18,0,0.2610890520186692,11,RENT,credit_card,0,0.8180836411869279,high,0,0,0,0.0187115833940384,0.8180836411869279,0,1,31,2,0.1712,726.18,0.2446,0,0.479,1
9237,91091.67656542727,633.3410638136868,27294.538898178413,36,0.0497139803176611,7,2,0.3955324483343718,6,OWN,home_improvement,1,0.2996381220217664,medium,0,1,0,0.0196634923514912,0.2996381220217664,0,1,1,2,0.1543,951.96,0.1254,1,0.3567,1
9238,24865.58505613953,741.1918910327549,31130.14661967468,60,0.5073854773421168,4,2,0.4877289599019643,14,MORTGAGE,credit_card,0,1.2519370265424918,high,0,1,0,0.2474665911334323,1.2519370265424918,0,1,1,1,0.2167,853.87,0.4121,1,0.0648,0
9239,49849.14359997577,850.0,30098.758737907963,60,0.1823562544440614,18,1,0.4138722885319693,4,RENT,debt_consolidation,0,0.6037969073017093,high,0,1,0,0.0754722003548817,0.6037969073017093,0,1,29,3,0.1449,708.06,0.1704,0,0.3612,0
9240,38620.28602130058,704.9222726988999,24058.73925702584,60,0.2327005329363009,16,0,0.4472024301173172,1,OWN,home_improvement,0,0.6229560092624266,high,0,0,0,0.1040642438187085,0.6229560092624266,0,1,49,2,0.2277,675.04,0.2097,0,0.1284,0
9241,98458.27606355754,740.3154203626207,23266.784983097,60,0.476343021960826,16,0,0.2126972744454121,5,MORTGAGE,other,0,0.2363111148507347,high,0,0,0,0.1013168624721587,0.2363111148507347,0,1,26,1,0.2425,672.69,0.082,1,0.1888,0
9242,73037.69299213818,728.5462364957784,22533.30760106618,60,0.0965935897347172,4,0,0.2805343886073673,6,RENT,home_improvement,0,0.3085161466310712,high,0,0,0,0.0270978236396197,0.3085161466310712,0,0,0,0,0.1976,593.93,0.0976,0,0.2825,1
9243,74594.90266221069,580.4547270801921,13729.528327460392,60,0.2794682082754073,16,0,0.5959922003869628,9,RENT,debt_consolidation,1,0.1840545109288229,medium,0,0,0,0.166560872388262,0.1840545109288229,0,1,37,4,0.1708,341.82,0.055,1,0.0919,0
9244,41798.01036811647,721.0072108227215,9700.552762793865,36,0.3706837209162905,5,3,0.1357694455141144,7,OWN,home_improvement,0,0.232081687073827,high,0,1,0,0.0503275232499134,0.232081687073827,0,1,4,1,0.2088,364.86,0.1047,1,0.3111,1
9245,66009.19512201332,701.4519424454699,13104.026538800998,36,0.389646846188338,8,1,0.7042974240816587,12,RENT,home_improvement,1,0.19851819908394,high,1,1,0,0.2744272700719887,0.19851819908394,0,1,43,3,0.2795,541.67,0.0985,1,0.5782,1
9246,52096.04090072665,661.8176831621183,16739.70683442531,60,0.2925873024125905,19,0,0.3177905184428996,1,RENT,other,0,0.321323972890817,medium,0,0,0,0.0929814705235066,0.321323972890817,0,1,16,3,0.2098,452.63,0.1043,0,0.1866,0
9247,86503.65044562648,618.1174538056583,13441.74055257224,36,0.3131966234512221,7,0,0.8557451544223212,10,RENT,debt_consolidation,0,0.1553892868471015,medium,1,0,0,0.2680164928998156,0.1553892868471015,0,0,0,0,0.2611,542.36,0.0752,1,0.385,0
9248,45267.26594005159,728.5788268228926,24138.31738483916,60,0.034121292731803,6,1,0.4898529054946105,12,MORTGAGE,home_improvement,0,0.5332400109225243,high,0,1,0,0.0167144143839058,0.5332400109225243,0,1,46,4,0.1883,623.94,0.1654,0,0.3172,0
9249,114893.83095615228,611.9317382272565,22018.95216064251,60,0.4466665110268128,1,1,0.3296267571832298,9,MORTGAGE,other,1,0.1916460786206538,medium,0,1,1,0.1472332335721156,0.1916460786206538,1,0,0,0,0.2225,611.28,0.0638,1,0.0929,0
9250,24732.586511277164,829.3551923277328,23093.23498720218,60,0.247491804639452,5,0,0.6292913262956746,3,RENT,other,1,0.9337169396229054,high,0,0,0,0.1557444459888707,0.9337169396229054,0,1,15,2,0.1677,571.12,0.2771,0,0.1264,0
9251,50804.40502630316,687.991835844169,23514.0806591578,36,0.3317154396231728,11,0,0.2970054407392102,11,RENT,debt_consolidation,0,0.4628354696117576,high,0,0,0,0.0985212903452813,0.4628354696117576,0,1,17,3,0.1472,811.94,0.1918,0,0.3294,1
9252,125316.01529898288,594.3685066549448,31956.639377845328,36,0.1065013645026716,14,0,0.7834216246633993,12,MORTGAGE,debt_consolidation,1,0.255008422517642,medium,1,0,0,0.0834354720075518,0.255008422517642,0,0,0,0,0.297,1351.35,0.1294,1,0.0858,0
9253,61945.83756113896,644.0202605170163,19914.271076129,60,0.2117387329456087,0,0,0.4426885013612541,7,MORTGAGE,other,1,0.3214787604760795,medium,0,0,1,0.0937343023678223,0.3214787604760795,0,1,67,3,0.198,525.36,0.1018,0,0.408,1
9254,35553.640067867644,660.5305963197128,30083.694338346115,60,0.2314576462680717,4,1,0.2563853922324632,7,RENT,home_improvement,1,0.8461494879307377,medium,0,1,0,0.0593423594236422,0.8461494879307377,0,1,1,1,0.2382,862.39,0.2911,0,0.0578,0
9255,81572.14687613006,848.8663657746692,25165.85357979168,60,0.1990623395228335,5,0,0.8263248310306169,11,RENT,home_improvement,0,0.3085103744749826,high,1,0,0,0.1644901540707647,0.3085103744749826,0,0,0,0,0.2017,669.08,0.0984,1,0.1726,1
9256,60738.23273356373,618.0787737233353,31296.335366350853,36,0.1006028092392752,14,0,0.3488458135290794,14,MORTGAGE,home_improvement,0,0.5152658211693628,medium,0,0,0,0.0350948688323857,0.5152658211693628,0,0,0,0,0.1737,1121.53,0.2216,1,0.2207,0
9257,49923.89233145083,671.8647915724029,36146.298343865725,36,0.2037889261945882,3,0,0.7909369857832272,1,OWN,other,0,0.7240280485976934,high,1,0,0,0.1611841990203481,0.7240280485976934,0,1,26,3,0.2678,1471.38,0.3537,1,0.0364,0
9258,42123.87567603848,642.3520141094484,25766.495799790704,60,0.1964108842221682,11,0,0.9595771312537492,11,MORTGAGE,credit_card,0,0.6116838820183845,medium,1,0,0,0.1884713928289204,0.6116838820183845,0,0,0,0,0.2061,691.48,0.197,1,0.1159,0
9259,158051.20816877828,714.9480939907165,21037.682496719983,60,0.1369693090931877,18,0,0.4680526262099722,8,MORTGAGE,credit_card,0,0.1331067490108734,high,0,0,0,0.0641088448312319,0.1331067490108734,0,0,0,0,0.2045,562.69,0.0427,0,0.4191,0
9260,67453.4429944759,643.4681610406469,20973.07817443308,60,0.2303158310312844,17,1,0.2308611906448719,14,RENT,other,0,0.3109267257987075,medium,0,1,0,0.0531709869762454,0.3109267257987075,0,1,12,2,0.2276,588.36,0.1047,0,0.0855,0
9261,20000.0,600.2660333702203,15298.339204381617,60,0.2035281509240928,5,1,0.6280960302665127,10,RENT,home_improvement,0,0.764916960180835,medium,0,1,0,0.1278352236429063,0.764916960180835,0,0,0,0,0.2222,424.44,0.2547,1,0.2426,0
9262,119811.29277016602,666.3293794142661,14962.278534239438,36,0.5773123580302042,15,0,0.855738150467367,7,MORTGAGE,credit_card,0,0.1248820389812226,medium,1,0,0,0.4940282095027213,0.1248820389812226,0,1,22,1,0.2106,564.2,0.0565,1,0.4307,1
9263,93332.12715331712,659.0424309667429,29021.17163311535,36,0.4061861852638064,16,0,0.6946619718558873,2,RENT,other,1,0.3109451430923801,medium,0,0,0,0.2821620963959765,0.3109451430923801,0,1,27,3,0.2012,1080.24,0.1389,0,0.1478,0
9264,52006.00706940637,638.5428935663191,10363.297075524442,36,0.200178352423945,10,0,0.5307048171748754,1,OWN,home_improvement,0,0.1992711546090143,medium,0,0,0,0.1062356159255175,0.1992711546090143,0,1,53,3,0.1713,370.17,0.0854,1,0.3511,0
9265,47006.42733941575,642.2832748772017,36147.72635562226,36,0.0819416884138591,3,0,0.5767122096451245,2,RENT,home_improvement,0,0.7689953991577388,medium,0,0,0,0.0472567721872089,0.7689953991577388,0,1,7,2,0.2158,1372.63,0.3504,0,0.144,1
9266,95204.18388474692,762.9287058516702,18482.767470959803,60,0.192304956554767,15,2,0.1406287004424049,6,MORTGAGE,home_improvement,1,0.1941381850732599,high,0,1,0,0.02704359612893,0.1941381850732599,0,1,7,2,0.2186,509.03,0.0642,1,0.3846,0
9267,67592.45017531636,657.6181850012747,48620.77893122814,36,0.4135348732169551,8,2,0.6253859094703682,7,OWN,debt_consolidation,0,0.7193226285539257,medium,0,1,0,0.2586188827844988,0.7193226285539257,0,1,4,1,0.2493,1931.25,0.3429,1,0.4096,0
9268,20000.0,600.6110636265097,13068.845731703826,60,0.2456893504486148,9,1,0.6836316148213177,1,OWN,other,0,0.6534422865525192,medium,0,1,0,0.1679610073915872,0.6534422865525192,0,1,1,1,0.1982,344.97,0.207,1,0.1097,0
9269,128617.19893814003,647.65188253401,22501.889199803347,36,0.3805767449054658,12,1,0.5967570093099435,8,MORTGAGE,other,0,0.1749524121610745,medium,0,1,0,0.227111840102699,0.1749524121610745,0,1,1,4,0.2777,927.94,0.0866,0,0.5116,0
9270,61980.28613352129,683.8034961625775,16481.50729751581,36,0.1616795053015311,3,0,0.3560566928858347,1,OWN,other,0,0.2659153147783884,high,0,0,0,0.0575670699650809,0.2659153147783884,0,0,0,0,0.1637,582.47,0.1128,0,0.1072,0
9271,119867.15209447278,586.4611254414052,12069.159084567284,36,0.1423685067505816,13,2,0.6622043383936124,12,RENT,debt_consolidation,0,0.1006877937247924,medium,0,1,0,0.0942770428208554,0.1006877937247924,0,0,0,0,0.1781,435.17,0.0436,1,0.0993,0
9272,113353.04873897144,793.8184572004479,30638.003508787187,60,0.1700205585022062,6,0,0.4974651796782204,4,RENT,other,0,0.2702883058670073,high,0,0,0,0.0845793076842914,0.2702883058670073,0,1,28,2,0.1877,790.83,0.0837,0,0.7708,1
9273,44969.71366551558,740.7305634254391,8944.458056021938,36,0.3461574004001371,2,1,0.1790746998389666,9,MORTGAGE,other,1,0.1988995999029893,high,0,1,0,0.0619880325736915,0.1988995999029893,0,0,0,0,0.2005,332.63,0.0888,0,0.18,0
9274,105995.69593089444,780.1120920533145,13239.254930257654,36,0.1272778005307845,19,0,0.3194003173757389,13,RENT,home_improvement,0,0.1249037030594552,high,0,0,0,0.0406525698844185,0.1249037030594552,0,1,35,2,0.2004,492.27,0.0557,0,0.2195,0
9275,55456.72350408956,707.4489687841378,25863.197089149107,36,0.4473977108478795,16,0,0.081675270081197,2,MORTGAGE,home_improvement,0,0.4663672040915923,high,0,0,0,0.0365413288672098,0.4663672040915923,0,1,1,2,0.2223,990.76,0.2144,1,0.1447,0
9276,20000.0,533.441178490893,27449.608109494045,36,0.5633992944983378,13,0,0.6792312909535133,14,RENT,home_improvement,1,1.3724804054060782,low,0,0,0,0.3826784301244046,1.3724804054060782,1,1,16,1,0.2345,1068.98,0.6414,1,0.0606,0
9277,62262.05501933573,787.4733601646959,6081.14578772479,36,0.2318850267738026,14,1,0.7940029302575268,7,MORTGAGE,debt_consolidation,0,0.09767017464712,high,1,1,0,0.1841173907412443,0.09767017464712,0,1,33,4,0.2256,234.01,0.0451,1,0.2485,0
9278,86929.12505328837,619.5502148203075,25816.76885215374,36,0.4165608268902829,0,0,0.6540499075643686,5,MORTGAGE,other,0,0.2969864108954373,medium,0,0,1,0.2724515703225265,0.2969864108954373,1,1,1,4,0.2383,1010.53,0.1395,1,0.1892,0
9279,61117.90056010986,625.2469279198531,21288.99913416339,60,0.3270852302421457,3,0,0.73009084113879,5,MORTGAGE,home_improvement,1,0.3483267412446079,medium,1,0,0,0.2388019308715629,0.3483267412446079,0,0,0,0,0.2902,675.98,0.1327,1,0.0279,0
9280,65788.54977224696,690.9427600768811,10822.7664213847,60,0.1784724964579843,0,0,0.4257646316402328,9,MORTGAGE,other,0,0.1645083598694221,high,0,0,1,0.0759872767123464,0.1645083598694221,0,0,0,0,0.198,285.56,0.0521,0,0.207,0
9281,109306.98134785838,776.4760892669104,12111.18464664446,60,0.3164537066322822,17,1,0.7876247871808119,1,OWN,home_improvement,0,0.1107997357276846,high,1,1,0,0.2492467833388303,0.1107997357276846,0,0,0,0,0.2127,329.47,0.0362,1,0.5555,0
9282,78194.81940870275,753.730099376668,1000.0,60,0.5331957150109731,12,0,0.9310559976710068,5,RENT,home_improvement,1,0.0127885710018778,high,1,0,0,0.4964350683934473,0.0127885710018778,0,0,0,0,0.2217,27.72,0.0043,1,0.1769,0
9283,49701.05066145143,743.4396784123214,37174.44427797578,36,0.3771885120372307,6,0,0.5604051251033743,10,RENT,other,0,0.7479609340745917,high,0,0,0,0.2113783752757798,0.7479609340745917,0,1,37,4,0.1399,1270.37,0.3067,0,0.1698,0
9284,96060.9097100198,658.1721062987813,30154.20414977007,60,0.4553101648154892,17,0,0.5990885389157553,11,RENT,other,1,0.3139071266395771,medium,0,0,0,0.2727711013928031,0.3139071266395771,0,0,0,0,0.2207,834.03,0.1042,1,0.1143,0
9285,80930.26700862736,657.0674731735522,7108.549898217811,60,0.2821914882596497,5,1,0.1505002154500565,7,OWN,other,0,0.0878354929605284,medium,0,1,0,0.0424698797812493,0.0878354929605284,0,0,0,0,0.2386,203.92,0.0302,0,0.1216,1
9286,20000.0,704.2160567586046,27989.07672791796,60,0.1222432614654723,18,0,0.7835249819964396,5,RENT,other,0,1.3994538363259252,high,1,0,0,0.0957806492389202,1.3994538363259252,0,1,15,2,0.2333,794.3,0.4766,1,0.1147,1
9287,87850.58741314345,670.8950411101528,14259.776560503336,36,0.1880852737961338,9,1,0.2425816139516585,7,RENT,debt_consolidation,0,0.162318511238635,high,0,1,0,0.0456260292780057,0.162318511238635,0,1,16,1,0.2115,538.32,0.0735,0,0.3893,0
9288,86754.86123148305,742.2522535130547,29148.105363497,36,0.3306558318805597,15,0,0.7751467790850911,11,MORTGAGE,credit_card,1,0.3359823870317398,high,1,0,0,0.2563068030679172,0.3359823870317398,0,1,22,1,0.2447,1150.75,0.1592,1,0.3497,0
9289,75603.63388742579,738.1082365146658,15039.264308409176,36,0.6050795275079388,12,1,0.5674655233352784,1,RENT,other,0,0.1989225059023459,high,0,1,0,0.3433617707367555,0.1989225059023459,0,1,22,1,0.2389,589.2,0.0935,1,0.1706,0
9290,101751.01743208725,721.3938924820894,16366.459048920417,60,0.4074781748893102,1,0,0.161084903330468,4,OWN,credit_card,1,0.1608481120071669,high,0,0,1,0.06563858241132,0.1608481120071669,0,1,27,2,0.2299,461.28,0.0544,0,0.2159,0
9291,54828.19247020493,503.1827102761435,17116.527322423353,60,0.2724495707586055,9,0,0.1777031747943176,2,MORTGAGE,credit_card,1,0.3121847821522246,low,0,0,0,0.0484151536951532,0.3121847821522246,0,0,0,0,0.2305,482.97,0.1057,1,0.0646,0
9292,85094.99366462702,688.9591854574085,13426.44658338687,36,0.2151621327608026,4,0,0.4673260269508963,9,RENT,home_improvement,0,0.1577818624224224,high,0,0,0,0.1005508646533871,0.1577818624224224,0,1,17,3,0.1787,484.56,0.0683,0,0.4746,0
9293,27991.21886497941,672.380228348711,33992.713752333046,36,0.3263170471736155,4,0,0.729629432679898,13,OWN,home_improvement,1,1.21440634347109,high,1,0,0,0.2380905220030645,1.21440634347109,0,0,0,0,0.1852,1237.75,0.5306,1,0.5084,1
9294,87212.71150196495,691.7617921231672,28985.269930814786,60,0.2191893994337367,18,0,0.5915216035098355,8,MORTGAGE,credit_card,0,0.3323514362906763,high,0,0,0,0.1296552650254017,0.3323514362906763,0,1,38,2,0.2308,818.4,0.1126,0,0.166,0
9295,133591.79086619688,627.1972753017515,21099.48538333279,60,0.2423893674254785,17,0,0.5750302461387852,13,MORTGAGE,debt_consolidation,0,0.1579399845332391,medium,0,0,0,0.1393812176120973,0.1579399845332391,0,0,0,0,0.2217,584.83,0.0525,1,0.1365,0
9296,45154.30942597377,587.2649862720542,30245.6816398581,36,0.0220653106820894,18,2,0.2041780703188483,13,RENT,home_improvement,0,0.669829347933517,medium,0,1,0,0.0045052525560548,0.669829347933517,0,1,1,1,0.2208,1156.3,0.3073,1,0.0359,0
9297,52205.93604036674,712.4196935982528,3729.282847545408,36,0.3012434427553631,3,0,0.7785835048338545,4,RENT,credit_card,0,0.0714340768565171,high,1,0,0,0.2345431754686872,0.0714340768565171,0,1,39,3,0.1886,136.44,0.0314,1,0.5155,1
9298,53699.53671325343,655.0589077587557,7715.4122144896755,60,0.2080342023931495,7,0,0.2521329918370653,12,MORTGAGE,other,0,0.143677444659253,medium,0,0,0,0.0524522858538223,0.143677444659253,0,1,19,2,0.2059,206.96,0.0462,0,0.2883,1
9299,78899.94677404786,720.228509559532,24745.547623579627,36,0.4621840032650297,11,2,0.2693668257745203,5,MORTGAGE,home_improvement,1,0.3136319938736057,high,0,1,0,0.1244970378832615,0.3136319938736057,0,0,0,0,0.2198,944.83,0.1437,1,0.244,0
9300,43108.911814388455,633.035993562066,27355.365558078887,36,0.2744836020873835,0,1,0.6128342486745977,11,RENT,other,0,0.6345640473419217,medium,0,1,1,0.1682129520587189,0.6345640473419217,0,1,1,2,0.2184,1042.45,0.2902,1,0.0666,0
9301,87637.42136072941,779.1137448344873,22794.07546255752,36,0.159550496536096,6,0,0.346098497210108,2,MORTGAGE,debt_consolidation,0,0.260095232246433,high,0,0,0,0.0552201870802693,0.260095232246433,0,0,0,0,0.1903,835.89,0.1145,0,0.4704,1
9302,100405.19836407495,750.0745389799534,1173.0532492168131,36,0.1971952345309915,2,0,0.4919063284046867,1,MORTGAGE,credit_card,0,0.0116831923876249,high,0,0,0,0.0970015837970411,0.0116831923876249,0,0,0,0,0.1901,43.0,0.0051,0,0.3559,0
9303,91030.41640361352,700.7778975982117,9376.654756622522,36,0.6517811982835597,3,1,0.30277905090935,8,RENT,credit_card,1,0.1030057328854238,high,0,1,0,0.197345692616855,0.1030057328854238,0,0,0,0,0.1948,345.98,0.0456,1,0.0535,0
9304,21947.53723085783,665.0698110629837,24165.918665041685,60,0.4069189334175434,12,0,0.8731992895794387,10,RENT,home_improvement,1,1.1010765540456071,medium,1,0,0,0.3553213235766218,1.1010765540456071,0,1,52,1,0.2454,702.84,0.3843,1,0.1325,0
9305,104855.02995475818,739.6686214458738,44264.72289241267,60,0.2428319988359387,10,0,0.6901217238992632,5,RENT,other,0,0.4221516403275019,high,0,0,0,0.1675836376545618,0.4221516403275019,0,1,34,2,0.1927,1154.72,0.1322,0,0.38,0
9306,103121.0224276104,707.4783470666184,32179.12665058428,36,0.364202068912807,6,1,0.8654513296588059,14,OWN,home_improvement,0,0.3120520519747712,high,1,1,0,0.3151991648050768,0.3120520519747712,0,0,0,0,0.2374,1258.12,0.1464,1,0.1454,0
9307,99904.84117038912,696.7008931551424,35773.042984707725,60,0.2968734593324767,1,0,0.443593770291518,13,RENT,credit_card,0,0.3580711661744021,high,0,0,1,0.131691217124779,0.3580711661744021,0,1,28,1,0.2305,1009.43,0.1212,0,0.3168,1
9308,86185.26745967475,753.0005786691726,23397.25422190299,60,0.4066395747203586,3,0,0.5102086407255366,11,MORTGAGE,credit_card,0,0.2714762616775409,high,0,0,0,0.2074710246832844,0.2714762616775409,0,1,39,2,0.1724,584.53,0.0814,0,0.1596,0
9309,81605.67942615398,779.8575308084648,23324.90980789377,36,0.1901519080998086,8,1,0.223198089325363,10,OWN,credit_card,0,0.2858245893132347,high,0,1,0,0.0424415425694492,0.2858245893132347,0,0,0,0,0.2304,903.35,0.1328,0,0.3114,1
9310,105971.6819437919,592.3312170860119,9665.14532743924,36,0.4763655787290943,8,0,0.4324920160779458,7,RENT,credit_card,0,0.0912049818410402,medium,0,0,0,0.2060243095346834,0.0912049818410402,1,1,12,3,0.2223,370.27,0.0419,1,0.1749,0
9311,132705.40462810363,606.4731124855135,29518.22053051617,60,0.5895474717865803,1,1,0.719910293747315,13,MORTGAGE,credit_card,1,0.2224342001218127,medium,1,1,1,0.4244212935918639,0.2224342001218127,1,1,7,3,0.232,835.6,0.0756,1,0.1987,0
9312,46408.7860990545,625.3817492164842,19268.18297458997,60,0.2598530493659587,0,1,0.9155714428928128,13,RENT,debt_consolidation,1,0.4151839467002853,medium,1,1,1,0.2379140313480881,0.4151839467002853,0,1,21,2,0.2776,597.14,0.1544,1,0.3332,0
9313,107343.76187384316,574.8302781649513,26927.32375463719,60,0.131819138597214,0,1,0.7871777219323268,2,RENT,debt_consolidation,1,0.2508513143598689,low,1,1,1,0.1037650892280365,0.2508513143598689,0,0,0,0,0.2621,809.55,0.0905,1,0.3025,0
9314,72413.48705977642,675.6076032101594,20306.86352880935,36,0.4960273500778588,5,0,0.7975860261608226,8,MORTGAGE,home_improvement,1,0.2804293005771958,high,1,0,0,0.3956244830156826,0.2804293005771958,0,1,28,2,0.2413,798.13,0.1323,1,0.1678,0
9315,71109.80843914198,722.0081518671154,22791.1842475074,36,0.2284405231660408,12,0,0.3676432258669679,11,RENT,other,0,0.320506899785735,high,0,0,0,0.083984610855501,0.320506899785735,0,1,31,3,0.2144,863.83,0.1458,0,0.2249,0
9316,28904.07928853885,678.5007193533364,19122.71883701378,60,0.2872305158557484,16,1,0.6400971559712477,12,MORTGAGE,credit_card,0,0.6615923878929711,high,0,1,0,0.1838554363074189,0.6615923878929711,0,1,9,1,0.2477,558.67,0.2319,0,0.0103,0
9317,66456.31771453815,642.6114850870973,22246.24697822893,36,0.2596656594436444,15,0,0.1829645317124952,1,RENT,home_improvement,0,0.3347499190889949,medium,0,0,0,0.0475096057819226,0.3347499190889949,0,0,0,0,0.2139,842.65,0.1522,0,0.1021,1
9318,45082.05126094754,758.852042999041,30000.765575452308,60,0.2888706843764933,5,0,0.583000016318383,6,OWN,other,1,0.6654702866365597,high,0,0,0,0.1684116137053981,0.6654702866365597,0,1,17,1,0.2144,819.04,0.218,0,0.2309,0
9319,61084.36711482163,689.8389482244725,7337.704709307762,36,0.4360937737640499,10,0,0.4679780979359828,10,MORTGAGE,home_improvement,0,0.1201241013988864,high,0,0,0,0.2040823347678248,0.1201241013988864,0,1,43,3,0.1981,271.97,0.0534,1,0.1554,1
